name,category,website,delete,comments,city,lat,lon,
KBK Kristinebergs Båtklubb,community_services_non_profits,Ingen webbplats,2,,Stockholm,"59,3330577","17,997268",
Kemisektionen | KTH,community_services_non_profits,http://www.kongligkemi.com/,2,,Stockholm,"59,34946","18,074017",
KFK- Kongliga Flygsektionens Klubbmästeri,community_services_non_profits,http://arquen.se/,2,,Stockholm,"59,34811","18,06881",
KFUM Central,community_services_non_profits,http://www.kfumcentral.se/,2,,Stockholm,"59,3395993","18,0622119",
KFUM Distrikt Öst,community_services_non_profits,http://www.distriktost.kfum.se/,2,,Stockholm,"59,3395861","18,0622814",
KFUM Gymnastikavdelningar,community_services_non_profits,http://www.kfum-ga.se/,2,,Stockholm,"59,33958","18,06229",
KFUM Sverige,community_services_non_profits,http://www.kfum.se/,2,,Stockholm,"59,3136469","18,0869108",
KFUM Zliproad CSC,community_services_non_profits,http://www.Kfum-zliproad.se/,2,,Stockholm,"59,2879","17,90493",
KFUM Ängsholmen,community_services_non_profits,http://www.angsholmen.framtidenjustnu.se/,2,,Stockholm,"59,3395805","18,0622902",
Kista Träff,community_services_non_profits,http://www.stockholm.se/-/Serviceenhetsdetaljer/?enhet=5ed718cd2c3a4405832cf43ad689b2bb,2,,Stockholm,"59,4021422","17,9422103",
KKL Sweden - Keren Kajemet LeIsrael - Sverige,community_services_non_profits,http://www.kkl.nu/,2,,Stockholm,"59,33189","18,0742",
KNAS HEMMA :Ungdomsorganisationen för samhällsplacerade,community_services_non_profits,http://www.knashemma.se/,2,,Stockholm,"59,32015","18,0702",
"KNUT - Kemisektionens Näringslivsutskott, KTH",community_services_non_profits,https://kongligkemi.com/knut,2,,Stockholm,"59,349138","18,075394",
Kollektivhuset Dunderbacken,community_services_non_profits,http://www.kollektivhus.se/,2,,Stockholm,"59,304362","17,979615",
Kollektivhuset Tre Portar,community_services_non_profits,http://www.treportar.se/,2,,Stockholm,"59,268391","18,1263509",
KOMCIWAN- Komela ciwanên kurd li Swêd,community_services_non_profits,http://www.komciwan.com/,2,,Stockholm,"59,333308","17,978965",
Kommunal sektion Gullmarsplan,community_services_non_profits,https://www.kommunal.se/sektion/gullmarsplan,2,,Stockholm,"59,2988748","18,0711178",
Kommunal Skärholmen,community_services_non_profits,http://kommunal.se/Stockholm/skarholmen,2,,Stockholm,"59,2762656","17,9063268",
Kompis Sverige,community_services_non_profits,http://www.kompissverige.se/,2,,Stockholm,"59,3133757","18,0935954",
Konglig Samhällsbyggnadssektion,community_services_non_profits,http://s-sektionen.se/,2,,Stockholm,"59,350066","18,069471",
Kontempel,community_services_non_profits,https://www.kontempel.se/,2,lacks physical location,Stockholm,"59,3277005","18,082546",
Kooperation Utan Gränser,community_services_non_profits,http://www.utangranser.se/,2,,Stockholm,"59,339737","18,013592",
Kraftens hus Stockholm,community_services_non_profits,http://stockholm.kraftenshus.se/,2,,Stockholm,"59,32878","18,04009",
KRIS Riksförbund,community_services_non_profits,http://kris.a.se/,2,,Stockholm,"59,31523","17,98765",
KRIS Stockholm,community_services_non_profits,https://www.kris.a.se/stockholm,2,,Stockholm,"59,3157068","18,0405855",
KRIS Stockholm,community_services_non_profits,http://kris.a.se/foreningar/lokalforeningar/stockholm/,2,,Stockholm,"59,31194","18,06072",
KRIS-08 Stockholm,community_services_non_profits,http://kris.a.se/foreningar/lokalforeningar/08-2/,2,,Stockholm,"59,316573","18,0519",
Kristensamfundet,community_services_non_profits,http://www.kristensamfundet.christengemeinschaft.org,2,,Stockholm,"59,34192","18,04944",
"Kristna Fredsrörelsen, SweFOR",community_services_non_profits,https://krf.se/,2,,Stockholm,"59,3325671","17,9830061",
Kroppsidealen,community_services_non_profits,http://www.kroppsidealen.se/,2,no webpage (and probably not relevant),Stockholm,"59,3192215","18,0570388",
KTH Formula Student,community_services_non_profits,http://www.kthformulastudent.se/,2,,Stockholm,"59,3511889","18,0704211",
KTH Real Estate Club,community_services_non_profits,https://www.kthrec.org/,2,,Stockholm,"59,35007","18,06955",
Kultur & Näringsliv,community_services_non_profits,http://www.kulturnaringsliv.se/,2,,Stockholm,"59,3338601","18,0640501",
Kultura in Motion,community_services_non_profits,http://kim-kultura.wix.com/kim-kultura,2,no website,Stockholm,"59,3004761","18,0288058",
Kungl. Vetenskapsakademien,community_services_non_profits,http://www.kva.se/,2,,Stockholm,"59,3667659","18,0523364",
Kungliga Automobil Klubbens Ungdomssektion,community_services_non_profits,https://midnattssolsrallyt.com/,2,,Stockholm,"59,3285102","18,1002565",
"Kungliga Maskinsektionen, THS",community_services_non_profits,http://www.maskinsektionen.se/,2,,Stockholm,"59,3510651","18,0710775",
Kungsholmens föreningar,community_services_non_profits,http://www.kgassociation.com/,2,,Stockholm,"59,33005","18,03471",
Kvartal,community_services_non_profits,https://kvartal.se/,2,,Stockholm,"59,3354227","18,0662323",
Kvarteret Spindeln,community_services_non_profits,Ingen webbplats,2,,Stockholm,"59,265525","18,088646",
Kvinna till Kvinna,community_services_non_profits,https://bit.ly/3HXe0Ee,2,,Stockholm,"59,2937396","18,0758067",
Kvinnocenter Tensta-Hjulsta,community_services_non_profits,https://kvinnocentertensta-hjulsta.org/,2,,Stockholm,"59,393975","17,911559",
Kvinnor för Fred,community_services_non_profits,http://www.kvinnorforfred.se/,2,,Stockholm,"59,30941","18,0968",
Kvinnor och Blödarsjuka,community_services_non_profits,http://www.blodarsjuk.nu/,2,,Stockholm,"59,33555","18,0539",
Kvinnors Rätt,community_services_non_profits,http://www.kvinnorsratt.se/,2,,Stockholm,"59,3347913","18,0356091",
Kyrkans Akademikerförbund,community_services_non_profits,http://www.kyrka.se/,2,,Stockholm,"59,34109","18,08101",
Källan,community_services_non_profits,http://www.schizofreniforbundet.se/Kallan,2,,Stockholm,"59,32708","18,05059",
Kärrtorps Scoutkår,community_services_non_profits,Ingen webbplats,2,,Stockholm,"59,2878868","18,1069175",
L'AGORÀ,community_services_non_profits,Ingen webbplats,2,,Stockholm,"59,34159","18,07953",
Language Exchange Stockholm,community_services_non_profits,http://www.languageexchange.se,2,,Stockholm,"59,32354","18,07145",
Lava KTH,community_services_non_profits,http://lavakth.se/,2,,Stockholm,"59,3471189","18,0712571",
Ledarna - Sveriges chefsorganisation,community_services_non_profits,https://www.ledarna.se/om-ledarna/kontakta-oss/,2,,Stockholm,"59,3323593","18,0317664",
Leksaksbiblioteket Stockholm,community_services_non_profits,http://www.leksaksbiblioteket-sthlm.se/,2,,Stockholm,"59,2686688","18,1280362",
Levande Foda Skolan Kristineberg,community_services_non_profits,Ingen webbplats,2,,Stockholm,"59,3343723","18,0029448",
Lh Vadaren,community_services_non_profits,http://www.vadaren.se/,2,,Stockholm,"59,309183","17,987896",
Lindhagen FF,community_services_non_profits,https://www.lindhagenff.se/lindhagenff-damlaget,2,,Stockholm,"59,3196665","17,987473",
Lions Club Stockholm/Globen,community_services_non_profits,http://e-clubhouse.org/sites/stockholmgloben/,2,,Stockholm,"59,2996382","18,0563217",
Livgardets Dragoners Subalternkår,community_services_non_profits,Ingen webbplats,2,,Stockholm,"59,3471","18,08897",
LO i Stockholms län,community_services_non_profits,http://www.stockholm.lo.se/,2,,Stockholm,"59,3359671","18,0539995",
LO Sverige,community_services_non_profits,http://www.lo.se/,2,,Stockholm,"59,3357741","18,0546206",
Lokala Hyresgästföreningen Björkhagen 2,community_services_non_profits,https://www.hyresgastforeningen.se/om-oss/,2,,Stockholm,"59,289579","18,116851",
Lokala Hyresgästföreningen Skattelyckan,community_services_non_profits,Ingen webbplats,2,,Stockholm,"59,367182","17,8660655",
Lokala hyresgästföreningen Syllen,community_services_non_profits,https://kvarteretsyllen.home.blog/,2,,Stockholm,"59,305029","18,022794",
Lokala hyresgästföreningen Veckodagsområdet,community_services_non_profits,Ingen webbplats,2,,Stockholm,"59,25777","18,09816",
Lovsta Batsallskap,community_services_non_profits,Ingen webbplats,2,,Stockholm,"59,3874121","17,7826789",
LP-verksamheten,community_services_non_profits,http://www.lp-verksamheten.se/,2,,Stockholm,"59,3325016","17,983019",
LRF,community_services_non_profits,http://www.lrf.se/,2,,Stockholm,"59,3394482","18,0139988",
LSU - Sveriges barn- och ungdomsorganisationer,community_services_non_profits,https://lsu.se/,2,,Stockholm,"59,322487","17,985936",
Läkare För Miljön LfM,community_services_non_profits,http://www.lakareformiljon.se/,2,,Stockholm,"59,279279","18,11639",
Läkare Utan Gränser (MSF),community_services_non_profits,http://www.lakareutangranser.se/,2,,Stockholm,"59,3060756","18,0287366",
Lära med Djur,community_services_non_profits,http://www.larameddjur.se/,2,,Stockholm,"59,33803","18,11796",
Lärarnas Riksförbund,community_services_non_profits,https://www.lr.se/,2,,Stockholm,"59,3377745","18,0618305",
Lärarstiftelsen,community_services_non_profits,http://www.lararstiftelsen.se/,2,,Stockholm,"59,3193413","18,0692657",
Läromedelsförfattarna,community_services_non_profits,http://www.laromedelsforfattarna.se/,2,,Stockholm,"59,334119","18,0610421",
LäS KM - Lärarstudenternas Klubbmästeri,community_services_non_profits,https://foreningenlararstudenterna.se/las-km/,2,,Stockholm,"59,36476","18,05496",
"Läxhjälpen i Järva - Rinkeby, Husby och Kista",community_services_non_profits,https://www.rodakorset.se/,2,,Stockholm,"59,3886986","17,9270706",
M S Polfors,community_services_non_profits,www.sjomansskolan.se,2,,Stockholm,"59,3207274","18,0423577",
Mag- och tarmföreningen STHLM,community_services_non_profits,http://www.magotarmsthlm.se/,2,,Stockholm,"59,333874","18,0280214",
Mag-och tarmförbundet,community_services_non_profits,http://www.magotarm.se/,2,,Stockholm,"59,3328263","18,0802283",
Mansjouren,community_services_non_profits,http://www.mansjouren.se/,2,,Stockholm,"59,3147887","18,0355981",
MANUEL-kontaktnät på eget språk,community_services_non_profits,http://www.kontaktmanuel.se/,2,,Stockholm,"59,31603","18,0725",
MaPlace,community_services_non_profits,Ingen webbplats,2,no website,Stockholm,"59,3494","17,96012",
Mariko,community_services_non_profits,https://mariko.se/,2,,Stockholm,"59,317991","18,050889",
Maskinentreprenörerna,community_services_non_profits,http://www.me.se/,2,,Stockholm,"59,33545","18,083084",
MaskinLeverantörerna,community_services_non_profits,http://www.maskinleverantorerna.se/,2,,Stockholm,"59,3314688","18,063875",
Maskrosbarn,community_services_non_profits,https://maskrosbarn.org/,2,,Stockholm,"59,3025406","18,0892455",
Mat & Klimat,community_services_non_profits,http://matochklimat.nu/,2,,Stockholm,"59,2887746","18,0734118",
Mattecentrum,community_services_non_profits,http://www.mattecentrum.se/,2,,Stockholm,"59,34441","18,0527",
MCHK för Veteranmotorcyklar och mopeder,community_services_non_profits,http://www.mchk.org/,2,,Stockholm,"59,33844","17,9499",
Medveten Konsumtion,community_services_non_profits,http://www.medvetenkonsumtion.se/,2,,Stockholm,"59,3161316","18,0291852",
MellanMålet Rehab,community_services_non_profits,http://www.mellanmalet.se/,2,,Stockholm,"59,3134368","18,0639624",
Menorah Sverige,community_services_non_profits,https://www.israelinsamlingen.org/menorah/,2,,Stockholm,"59,33189","18,0742",
Mentor Sverige,community_services_non_profits,http://mentor.se/,2,,Stockholm,"59,3239478","18,0682105",
Meta,community_services_non_profits,http://datasektionen.se/namnder/metadorerna,2,,Stockholm,"59,3480714","18,0713803",
MHF Skarpnäck,community_services_non_profits,http://www.skarpnack.nu/,2,,Stockholm,"59,2497734","18,1700664",
Mikamottagningen Stockholm,community_services_non_profits,http://www.stockholm.se/Mikamottagningen,2,,Stockholm,"59,3167","18,074",
Min Stora Dag,community_services_non_profits,https://www.minstoradag.org/stod-oss/,2,,Stockholm,"59,34671","18,0381218",
Mind,community_services_non_profits,http://www.mind.se/,2,,Stockholm,"59,33544","18,09915",
Misa AB,community_services_non_profits,http://www.misa.se/,2,,Stockholm,"59,3393256","18,0105671",
Modestus Place,community_services_non_profits,Ingen webbplats,2,,Stockholm,"59,30101","18,08228",
Momentum,community_services_non_profits,https://planetone.org/,2,,Stockholm,"59,30094","18,08962",
Moonshine,community_services_non_profits,http://Www.moonshinecruisers.com,2,,Stockholm,"59,24113","18,113987",
Morå - Mäster Olof Råcksta Scoutkår,community_services_non_profits,http://masterolof.scout.se/,2,,Stockholm,"59,35838","17,88383",
Motorhistoriska Riksförbundet - MHRF,community_services_non_profits,https://mhrf.se/,2,,Stockholm,"59,3074523","17,9885499",
MSC Sverige - Blå fisk,community_services_non_profits,http://www.msc.org/se,2,,Stockholm,"59,318258","18,0673385",
Munskänkarna,community_services_non_profits,https://www.munskankarna.se/,2,,Stockholm,"59,29446","18,08008",
Murmestare Embetet,community_services_non_profits,Ingen webbplats,2,,Stockholm,"59,323158","18,071914",
Musketörerna i Rågsved,community_services_non_profits,http://www.musketorerna.se/,2,,Stockholm,"59,2551376","18,0313409",
Muslim Aid Sweden,community_services_non_profits,https://www.instagram.com/muslimaidsweden/,2,,Stockholm,"59,40384","17,940813",
Myran Lokala Hyresgästföreningen,community_services_non_profits,http://www.lhmyran.se/,2,,Stockholm,"59,2747151","18,0678086",
MyRight - Empowers people with disabilities,community_services_non_profits,http://www.myright.se/,2,,Stockholm,"59,33255","17,98304",
Mälarscouterna,community_services_non_profits,https://malarscouterna.se/,2,,Stockholm,"59,343789","17,9122476",
MÄN,community_services_non_profits,https://mfj.se/,2,,Stockholm,"59,3041635","18,0935176",
Mässen FHS,community_services_non_profits,Ingen webbplats,2,,Stockholm,"59,348459","18,069995",
Mötesplats Hammarbyhöjden,community_services_non_profits,https://start.stockholm/skarpnack/,2,,Stockholm,"59,294293","18,102438",
Mötesplats Mariatorget,community_services_non_profits,https://www.stadsmissionen.se/motesplats-mariatorget,2,,Stockholm,"59,3176948","18,0620932",
"Nationell Samverkan för Psykisk Hälsa, NSPH",community_services_non_profits,http://www.nsph.se/,2,,Stockholm,"59,334335","18,066129",
Nattskiftet,community_services_non_profits,http://www.nattskiftet.org/,2,,Stockholm,"59,3322675","18,057965",
Nattvandring.nu,community_services_non_profits,https://www.nattvandring.nu/,2,,Stockholm,"59,3335","18,01707",
Naturskyddsföreningen,community_services_non_profits,http://www.naturskyddsforeningen.se/,2,,Stockholm,"59,313451","18,075617",
Naturskyddsföreningen Stockholms län,community_services_non_profits,http://stockholms-lan.naturskyddsforeningen.se/,2,,Stockholm,"59,2768709","18,1330597",
Naturvetenskapliga Föreningen,community_services_non_profits,https://www.nf.su.se/,2,,Stockholm,"59,3654801","18,05816",
NBV Öst,community_services_non_profits,http://www.nbv.se/ost,2,,Stockholm,"59,3305671","18,0615234",
Nema Problema,community_services_non_profits,http://www.nemaproblema.se/,2,,Stockholm,"59,3116792","18,0588505",
Neuro Stockholm - Neuro Stockholms regionförbund,community_services_non_profits,http://neuroforbundet.se/lokalforeningar/stockholm/stockholm/,2,,Stockholm,"59,3138601","18,0624073",
Njurfonden,community_services_non_profits,http://njurfonden.se/,2,,Stockholm,"59,3154312","18,0421778",
Noaks Ark Stockholm,community_services_non_profits,http://www.noaksark.org/stockholm,2,,Stockholm,"59,3414919","18,0659087",
Nordens välfärdscenter,community_services_non_profits,http://www.nordicwelfare.org/,2,,Stockholm,"59,32555","18,08317",
Nordic Diaspora Forum,community_services_non_profits,https://nordicdf.eu/,2,,Stockholm,"59,4170122","17,9198637",
Nordic Transport Workers' Federation,community_services_non_profits,http://www.nordictransport.org/,2,,Stockholm,"59,3363039","18,0571301",
Nordic Ukraine Forum,community_services_non_profits,https://www.nuforum.se/,2,,Stockholm,"59,3118591","18,0810795",
Norrsken House,community_services_non_profits,http://www.norrskenfoundation.org/norrskenhouse,2,,Stockholm,"59,341528","18,0644588",
Nothung MC,community_services_non_profits,Ingen webbplats,2,,Stockholm,"59,375202","17,854893",
NSPH Stockholms län,community_services_non_profits,http://www.nsphstockholm.se/,2,,Stockholm,"59,3120226","18,0810042",
NU: Nolla Utanförskapet,community_services_non_profits,http://www.nollautanforskapet.nu/,2,,Stockholm,"59,345131","18,0718217",
nxtME,community_services_non_profits,http://nxtme.se/,2,,Stockholm,"59,31944","18,02481",
Ny Gemenskap,community_services_non_profits,http://www.nygemenskap.org/,2,,Stockholm,"59,2925524","18,0149691",
Nya Kompisbyrån,community_services_non_profits,http://www.nyakompisbyran.se/,2,,Stockholm,"59,311785","18,0595019",
Nyckelkroken,community_services_non_profits,http://lhnyckelkroken.wordpress.com/,2,,Stockholm,"59,2606165","18,0285859",
Nyföretagarcentrum Rinkeby-Kista,community_services_non_profits,http://www.nyforetagarcentrum.se/rinkeby,2,,Stockholm,"59,4062603","17,9440846",
Näringsliv IsB,community_services_non_profits,https://www.isbygg.com/foretagsgruppen,2,,Stockholm,"59,348553","18,074761",
Näringslivssektionen (NärS),community_services_non_profits,http://disk.su.se/sektioner/,2,,Stockholm,"59,40669","17,945175",
Nätverket för psykedelisk vetenskap,community_services_non_profits,http://psykedeliskvetenskap.org/,2,,Stockholm,"59,3415","18,06437",
OCD-föreningen Stockholm,community_services_non_profits,http://www.ocdstockholm.se/,2,,Stockholm,"59,3160687","18,0919629",
Odlarföreningen Körsbäret,community_services_non_profits,Ingen webbplats,2,,Stockholm,"59,2583535","18,0887884",
"Offentliganställdas Förhandlingsråd, OFR",community_services_non_profits,http://www.ofr.se/,2,,Stockholm,"59,3377212","18,0767516",
Officersförbundet,community_services_non_profits,https://officerstidningen.se/,2,,Stockholm,"59,3412374","18,0766606",
Oljetjejkerna AB,community_services_non_profits,http://www.oljetjejkerna.se/,2,,Stockholm,"59,2835847","18,0835585",
Olovslunds Trädgårdsstadsförening,community_services_non_profits,http://www.vasterleds.se/,2,,Stockholm,"59,3298586","17,9372292",
Omhändertagna Barn och Unga,community_services_non_profits,http://www.projektragsved.com/,2,,Stockholm,"59,32911","18,04951",
OperationAid,community_services_non_profits,https://linktr.ee/operationaid_org,2,,Stockholm,"59,33013","18,07659",
Ordenssällskapet W:6 Stockholm Logen,community_services_non_profits,http://www.w6.se,2,,Stockholm,"59,33137","18,06268",
Oxfam Sverige,community_services_non_profits,http://www.oxfam.se/,2,,Stockholm,"59,31539","18,07101",
"Palema - pankreas, lever/galla, matstrupe och magsäck cancer",community_services_non_profits,https://www.palema.org/,2,,Stockholm,"59,30842","18,01851",
Palestinagrupperna i Sverige,community_services_non_profits,https://linktr.ee/palestinagrupperna,2,,Stockholm,"59,318765","18,07066",
Pappers,community_services_non_profits,http://www.pappers.se/,2,,Stockholm,"59,3359108","18,0609798",
Paraply,community_services_non_profits,http://www.paraply.org/,2,,Stockholm,"59,3279901","18,069893",
Parkinson Stockholm,community_services_non_profits,Ingen webbplats,2,,Stockholm,"59,3340257","18,0766439",
Parkinsonfonden,community_services_non_profits,http://www.parkinsonfonden.se/,2,,Stockholm,"59,3369745","18,0853879",
Parliamentary Forum on Small Arms and Light Weapons,community_services_non_profits,http://parliamentaryforum.org/,2,,Stockholm,"59,30427","18,09373",
Partsrådet,community_services_non_profits,http://www.partsradet.se/,2,,Stockholm,"59,335217","18,061126",
Peace Parks Foundation Sweden,community_services_non_profits,http://www.peaceparks.se/stod/,2,,Stockholm,"59,3471298","18,0400584",
Peaceful Heart Network,community_services_non_profits,http://www.peacefulheart.se/,2,,Stockholm,"59,33663","18,05473",
PeaceWorks Sweden,community_services_non_profits,http://www.peaceworks.se/,2,,Stockholm,"59,3093777","18,0969486",
Perfect Performance,community_services_non_profits,http://www.perfectperformance.se/,2,no webpage,Stockholm,"59,342337","18,04257",
PerSiS,community_services_non_profits,http://www.persis.se/,2,no webpage,Stockholm,"59,363199","18,058695",
Personhistoriska samfundet,community_services_non_profits,http://www.personhistoriskasamfundet.org/,2,,Stockholm,"59,2908783","18,10672",
PICS,community_services_non_profits,https://www.picss.se/,2,no webpage,Stockholm,"59,39469","17,91349",
Plan International Sverige,community_services_non_profits,https://plansverige.org/,2,,Stockholm,"59,3043265","18,094006",
Plugga med bilder,community_services_non_profits,http://mappia.se/,2,,Stockholm,"59,381195","17,899124",
Pmu,community_services_non_profits,https://pmu.je.gl/=ns,2,,Stockholm,"59,33255","17,98304",
Polsko-Szwedzkie Centrum Seniora,community_services_non_profits,Ingen webbplats,2,,Stockholm,"59,33135","18,0264",
Positiva Pengar,community_services_non_profits,http://www.positivapengar.se/,2,,Stockholm,"59,3144388","18,0844703",
Powerfit Gymnastics,community_services_non_profits,https://powerfitgymnastics.se/,2,,Stockholm,"59,295717","18,100575",
PPI Swedia,community_services_non_profits,https://twitter.com/ppiswedia,2,,Stockholm,"59,33173","18,04942",
Praktisk Solidaritet,community_services_non_profits,http://www.praktisksolidaritet.se/,2,,Stockholm,"59,3112157","18,0986241",
Prevent - Arbetsmiljö i samverkan,community_services_non_profits,http://www.prevent.se/,2,,Stockholm,"59,31361","18,06941",
Prins Carl Philips och Prinsessan Sofias stiftelse,community_services_non_profits,https://prinsparetsstiftelse.se/,2,,Stockholm,"59,32612","18,06949",
PRO Pensionärernas riksorganisation,community_services_non_profits,https://pro.se/,2,,Stockholm,"59,3219798","18,0735482",
PRO Stockholms län,community_services_non_profits,http://pro.se/stockholm,2,,Stockholm,"59,2971078","18,0900746",
Protus,community_services_non_profits,http://www.protus.se/,2,,Stockholm,"59,34206","18,04829",
Psoriasisförbundet,community_services_non_profits,http://www.psoriasisforbundet.se/,2,,Stockholm,"59,3175","18,06597",
Psykets Elevkår - Psykologigymnasiet,community_services_non_profits,Ingen webbplats,2,,Stockholm,"59,33757","18,02855",
Publicistklubben,community_services_non_profits,http://www.publicistklubben.se/,2,,Stockholm,"59,33252","18,05235",
Pyramidens SK,community_services_non_profits,https://pyramidenssk.se/,2,,Stockholm,"59,3118128","18,0755779",
Qrut,community_services_non_profits,http://www.qrut.se/,2,,Stockholm,"59,317084","18,0604318",
Radio Ashti,community_services_non_profits,http://radioasti.org/index.php,2,radio channel broadcasted from greece,Stockholm,"59,38182","17,898394",
Radio Chakavak,community_services_non_profits,http://www.radiochakavak.com/,2,,Stockholm,"59,40838","17,93988",
Radiohusen,community_services_non_profits,http://www.radiohusen.se/,2,,Stockholm,"59,3665052","17,8268049",
Randiga Huset,community_services_non_profits,https://www.randigahuset.se/,2,,Stockholm,"59,3449","18,097688",
Rastplats söder,community_services_non_profits,https://www.rastplatssoder.se/,2,,Stockholm,"59,31632","18,073359",
RBU Stockholm,community_services_non_profits,http://www.stockholm.rbu.se/,2,,Stockholm,"59,333861","18,028261",
RBUF Stockholm,community_services_non_profits,http://rbuf.se/stockholm,2,,Stockholm,"59,316497","18,07291",
Read Hour Sverige,community_services_non_profits,https://readhoursverige.se/,2,,Stockholm,"59,34318","18,05305",
REDE - Respekt Empati Djur Etik,community_services_non_profits,https://rede.se/,2,,Stockholm,"59,3009","18,09273",
Refugees Welcome Stockholm,community_services_non_profits,http://refugeeswelcomestockholm.se/stod-oss/,2,,Stockholm,"59,2988658","17,9964401",
Regnbågens seniorboende,community_services_non_profits,http://regnbagen.net/,2,,Stockholm,"59,3471023","18,1043623",
Republikanska föreningen,community_services_non_profits,http://www.republikanskaforeningen.se/,2,,Stockholm,"59,3252945","18,0683422",
RESCUE - Sverige,community_services_non_profits,https://se.rescue.org/,2,,Stockholm,"59,3012419","18,0832744",
Resenärerna,community_services_non_profits,http://www.resenarsforum.se/,2,,Stockholm,"59,3296241","18,0590556",
Retina Sverige,community_services_non_profits,http://retina-sverige.se/,2,,Stockholm,"59,30945","18,07673",
Reumatikerförbundet,community_services_non_profits,http://www.reumatiker.se/,2,,Stockholm,"59,2943353","18,0795192",
Reumatikerföreningen Stockholm,community_services_non_profits,Ingen webbplats,2,,Stockholm,"59,308853","18,0918534",
REV - Riksförbundet Enskilda Vägar,community_services_non_profits,http://www.revriks.se/,2,,Stockholm,"59,3326128","18,0852173",
RFHL UNG,community_services_non_profits,http://www.rfhl.se,2,,Stockholm,"59,329743","18,018795",
RFSL Stockholm,community_services_non_profits,https://rfslstockholm.se/,2,,Stockholm,"59,3132895","18,1009948",
RFSU,community_services_non_profits,https://rfsu.se/,2,,Stockholm,"59,3144201","18,0709648",
Riksförbundet Attention,community_services_non_profits,http://attention.se/,2,,Stockholm,"59,3093","18,02829",
Riksförbundet frivilliga samhällsarbetare - RFS,community_services_non_profits,http://www.rfs.se/,2,,Stockholm,"59,3448253","18,0474102",
"Riksförbundet för Social och Mental Hälsa, RSMH",community_services_non_profits,http://www.rsmh.se,2,,Stockholm,"59,3056369","17,9843932",
Riksförbundet Hjärnkoll,community_services_non_profits,http://www.hjarnkoll.se/,2,,Stockholm,"59,3116676","18,0588528",
Riksförbundet HjärtLung,community_services_non_profits,http://www.hjart-lung.se/,2,,Stockholm,"59,3168456","18,0619052",
Riksförbundet M Sverige,community_services_non_profits,https://msverige.se/,2,,Stockholm,"59,3331026","18,0296801",
Riksförbundet Noaks Ark,community_services_non_profits,http://www.noaksark.org/,2,,Stockholm,"59,3322924","18,0581285",
Riksroverscoutkommitten - ROKO,community_services_non_profits,http://www.roko.se/,2,,Stockholm,"59,305967","17,991566",
Rise,community_services_non_profits,https://rise-sverige.se/fa-stod/bli-medlem/,2,,Stockholm,"59,293326","18,111023",
RME - Riksförbundet för ME-patienter,community_services_non_profits,http://www.rme.nu/,2,,Stockholm,"59,33386","18,02826",
Rocka sockorna,community_services_non_profits,http://rockasockorna.se/,2,,Stockholm,"59,3355","18,0891",
Roddarklubben (Djurgården),community_services_non_profits,Ingen webbplats,2,,Stockholm,"59,3306523","18,1287622",
Rojalistiska Föreningen,community_services_non_profits,https://www.rojf.se/,2,,Stockholm,"59,3417756","18,0851051",
Rollbounce Idrottsförening,community_services_non_profits,http://www.rollbounce.se/,2,,Stockholm,"59,26831","18,01298",
Rotary Stockholm Gamla Stan,community_services_non_profits,https://stockholm-gamla-stan.rotary2355.se/sv/,2,,Stockholm,"59,322981","18,072546",
Rotary Stockholms Västra,community_services_non_profits,http://www.rotary.se/stockholms-vastra,2,,Stockholm,"59,331129","18,069733",
RPG,community_services_non_profits,https://rpg.org.se/,2,,Stockholm,"59,339487","18,014327",
RSMH Söder om Söder,community_services_non_profits,http://www.rsmhsos.se/,2,,Stockholm,"59,2623348","18,0805329",
Ruffen (HSS),community_services_non_profits,Ingen webbplats,2,,Stockholm,"59,3632299","17,8220062",
Running For Shelter,community_services_non_profits,http://www.runningforshelter.se/,2,,Stockholm,"59,29429","18,07977",
Rydbergsgastarna,community_services_non_profits,http://rydbergsgastarna.se/,2,,Stockholm,"59,33029","18,07731",
Rädda Barnen,community_services_non_profits,http://www.raddabarnen.se/,2,,Stockholm,"59,3289066","17,984852",
Röda Korset Kungsholmen,community_services_non_profits,https://www.rodakorset.se/stockholm/,2,,Stockholm,"59,3306134","18,0299721",
Röda Korset NorrmalmÖstermalm,community_services_non_profits,http://rodakorset.se/,2,,Stockholm,"59,34051","18,05033",
Röda Korset på Södermalm,community_services_non_profits,http://www3.redcross.se/templates/Page____5882.aspx,2,,Stockholm,"59,317897","18,043203",
Röda Korsets Hus Stockholm,community_services_non_profits,https://www.rodakorset.se/ort/stockholm/stockholms-stad/verksamheter/tillgang-till-dusch-tvatt-ev.-klader-samt-mat-i-rodakorshuset-kungens-kurva-skarholmen,2,,Stockholm,"59,295376","17,940802",
S:t Lukas,community_services_non_profits,http://www.sanktlukas.se/,2,,Stockholm,"59,33663","18,0659199",
Saco,community_services_non_profits,http://www.saco.se/,2,,Stockholm,"59,3235033","18,0689394",
Samfundet S:t Erik,community_services_non_profits,http://www.samfundetsterik.se/,2,,Stockholm,"59,3250314","18,0725571",
Samfundet Sverige-Färöarna,community_services_non_profits,http://samfundet-sverige-faroarna.se/,2,,Stockholm,"59,3452261","17,8865361",
Samhällsbyggarna,community_services_non_profits,http://www.samhallsbyggarna.org/,2,,Stockholm,"59,3182558","18,0780305",
Samhällsbyggnadslänken,community_services_non_profits,http://www.samhallsbyggnadslanken.se/,2,,Stockholm,"59,3499","18,06911",
