source_file,row,name,city,category,website,lat_field,lon_field,pair_example,delete,reason
startup-gdańsk.xlsx - export.csv,1310,Gdyńskie Centrum Kultury,Gdańsk,cultural_center,http://www.konsulatkultury.pl/,54.52319,18.53796,,,outside boundary
startup-gdańsk.xlsx - export.csv,1311,Goyki 3 Art Inkubator,Gdańsk,cultural_center,http://www.goyki3.pl/,54.4487001,18.5598597,,,outside boundary
startup-gdańsk.xlsx - export.csv,1313,Kosakowskie Centrum Kultury,Gdańsk,cultural_center,http://www.kulturakosakowo.pl/,54.5938805,18.5002662,,,outside boundary
startup-gdańsk.xlsx - export.csv,1314,LASY,Gdańsk,cultural_center,http://www.operalesna.pl/,54.44468,18.54549,,,outside boundary
startup-gdańsk.xlsx - export.csv,1315,Mamuszki 14,Gdańsk,cultural_center,Ingen webbplats,54.451,18.56593,,,outside boundary
startup-gdańsk.xlsx - export.csv,1316,Morska 34 - Niezależny Dom Kultury,Gdańsk,cultural_center,https://ndkm34.pl/,54.5250324,18.5170323,,,outside boundary
startup-gdańsk.xlsx - export.csv,1320,Świetlica Wiejska w Różynach,Gdańsk,cultural_center,Ingen webbplats,54.20552,18.66453,,,outside boundary
startup-gdańsk.xlsx - export.csv,1323,Żuławski Ośrodek Kultury i Sportu,Gdańsk,cultural_center,http://www.zokis.eu/,54.2517099,18.8455911,,,outside boundary
startup-gdańsk.xlsx - export.csv,1340,Creative Dance Rumia,Gdańsk,dance_school,http://www.creativedance.pl/,54.5711686,18.4081442,,,outside boundary
startup-gdańsk.xlsx - export.csv,1343,Dance Fusion,Gdańsk,dance_school,http://www.dancefusion.com.pl/,54.5161875,18.5343849,,,outside boundary
startup-gdańsk.xlsx - export.csv,1353,Fundacja Akademia Sztuki Baletowej,Gdańsk,dance_school,http://www.asb-balet.pl/,54.4572345,18.5353099,,,outside boundary
startup-gdańsk.xlsx - export.csv,1397,Teatr Tańca dla dzieci Gdynia,Gdańsk,dance_school,https://teatrtiyoway.pl/,54.5359409,18.4894056,,,outside boundary
startup-gdańsk.xlsx - export.csv,1402,Zespół SPIN,Gdańsk,dance_school,https://spin-rumia.pl/,54.5776807,18.4000231,,,outside boundary
startup-gdańsk.xlsx - export.csv,1524,Faktoria Pruszcz Gdański,Gdańsk,history_museum,http://www.faktoria-pruszcz.pl/,54.2498616,18.6233026,,,outside boundary
startup-gdańsk.xlsx - export.csv,1526,Fundacja Pomorska Inicjatywa Historyczna,Gdańsk,history_museum,http://www.fundacja-pih.pl/,54.5195629,18.5291843,,,outside boundary
startup-gdańsk.xlsx - export.csv,1531,Muzeum Sopotu,Gdańsk,history_museum,http://www.muzeumsopotu.pl/,54.4399975,18.5760659,,,outside boundary
startup-gdańsk.xlsx - export.csv,1532,Muzeum Stutthof,Gdańsk,history_museum,http://www.stutthof.org/,54.3282215,19.1539532,,,outside boundary
startup-gdańsk.xlsx - export.csv,1533,Muzeum w Elblągu,Gdańsk,history_museum,http://www.muzeum.elblag.pl/,54.1567162,19.3942909,,,outside boundary
startup-gdańsk.xlsx - export.csv,1537,ORP Błyskawica,Gdańsk,history_museum,http://www.muzeummw.pl,54.519589,18.5509128,,,outside boundary
startup-gdańsk.xlsx - export.csv,1539,Rybackie Mini Muzeum w Sopocie,Gdańsk,history_museum,Ingen webbplats,54.4374903,18.5795976,,,outside boundary
startup-gdańsk.xlsx - export.csv,1540,"Ship Museum ORP ""błyskawica"", Gdynia",Gdańsk,history_museum,Ingen webbplats,54.51841,18.55718,,,outside boundary
startup-gdańsk.xlsx - export.csv,1544,Twierdza Wisłoujście - Muzeum Historyczne Miasta Gdańska,Gdańsk,history_museum,Ingen webbplats,54.4368315,18.5705231,,,outside boundary
startup-gdańsk.xlsx - export.csv,1756,Biblioteka Elblaska,Gdańsk,library,http://www.bibliotekaelblaska.pl/,54.1573989,19.393674,,,outside boundary
startup-gdańsk.xlsx - export.csv,1758,Biblioteka Gdynia. Dyrekcja,Gdańsk,library,http://www.bibliotekagdynia.pl/,54.5055801,18.5364931,,,outside boundary
startup-gdańsk.xlsx - export.csv,1759,Biblioteka Główna AMW,Gdańsk,library,http://www.bg.amw.gdynia.pl/,54.5436986,18.5417833,,,outside boundary
startup-gdańsk.xlsx - export.csv,1762,Biblioteka i świetlica w Tujsku,Gdańsk,library,Ingen webbplats,54.27561,19.13575,,,outside boundary
startup-gdańsk.xlsx - export.csv,1765,Biblioteka Miejska Filia nr 7,Gdańsk,library,Ingen webbplats,54.51343,18.53276,,,outside boundary
startup-gdańsk.xlsx - export.csv,1766,Biblioteka Młodego Czytelnika BULAJ,Gdańsk,library,Ingen webbplats,54.1573757,19.3949899,,,outside boundary
startup-gdańsk.xlsx - export.csv,1768,Biblioteka na Żuławach,Gdańsk,library,http://kulturatutaj.pl/,54.2926508,18.7217748,,,outside boundary
startup-gdańsk.xlsx - export.csv,1769,Biblioteka Obłuże,Gdańsk,library,bibliotekagdynia.pl,54.5518184,18.5022108,,,outside boundary
startup-gdańsk.xlsx - export.csv,1773,Biblioteka Pod Żabką,Gdańsk,library,Ingen webbplats,54.54292,18.46077,,,outside boundary
startup-gdańsk.xlsx - export.csv,1776,Biblioteka Publiczna Gminna Muzeum miodu,Gdańsk,library,http://gbppszczolki.pl/,54.1734106,18.7007461,,,outside boundary
startup-gdańsk.xlsx - export.csv,1777,Biblioteka Publiczna Gminy Kosakowo,Gdańsk,library,http://www.biblioteka.kosakowo.eu/,54.5876269,18.4922004,,,outside boundary
startup-gdańsk.xlsx - export.csv,1778,Biblioteka Publiczna Gminy Sztutowo,Gdańsk,library,http://www.bpsztutowo.pl/,54.3293599,19.1717532,,,outside boundary
startup-gdańsk.xlsx - export.csv,1779,Biblioteka Publiczna Miasta i Gminy Nowy Dwór Gdański,Gdańsk,library,http://bpndg.org/,54.2139303,19.1130192,,,outside boundary
startup-gdańsk.xlsx - export.csv,1781,Biblioteka Publiczna w Ostaszewie,Gdańsk,library,Ingen webbplats,54.21442,18.9498,,,outside boundary
startup-gdańsk.xlsx - export.csv,1782,Biblioteka Sopocka,Gdańsk,library,http://mbp.sopot.pl/,54.4482652,18.5594888,,,outside boundary
startup-gdańsk.xlsx - export.csv,1788,Biblioteka w Jantarze,Gdańsk,library,Ingen webbplats,54.3323,19.03452,,,outside boundary
startup-gdańsk.xlsx - export.csv,1789,Biblioteka z Pasją,Gdańsk,library,Ingen webbplats,54.4967303,18.5380212,,,outside boundary
startup-gdańsk.xlsx - export.csv,1794,Filia Biblioteczna w Rybinie,Gdańsk,library,https://www.stegnagok.pl/biblioteka,54.28994,19.12878,,,outside boundary
startup-gdańsk.xlsx - export.csv,1797,Gminna Bibioteka Publiczna,Gdańsk,library,http://zokis.eu/strona-gminna-biblioteka-publiczna#o-nas,54.2487889,18.8454319,,,outside boundary
startup-gdańsk.xlsx - export.csv,1798,Gminna Biblioteka Publiczna im. Stefana .Zeromskiego,Gdańsk,library,http://www.biblioteka-stegna.gokstegna.pl/,54.3273213,19.1119877,,,outside boundary
startup-gdańsk.xlsx - export.csv,1799,"Gminna Biblioteka Publiczna, Trąbki Wielkie",Gdańsk,library,http://www.gbp-trabkiwielkie.pl/,54.1728519,18.5365082,,,outside boundary
startup-gdańsk.xlsx - export.csv,1800,Kostka - Biblioteka,Gdańsk,library,Ingen webbplats,54.1887,19.39776,,,outside boundary
startup-gdańsk.xlsx - export.csv,1802,Mediateka w Straszynie,Gdańsk,library,http://www.oksibp.pruszczgda.pl/,54.2702585,18.571111,,,outside boundary
startup-gdańsk.xlsx - export.csv,1803,Miejska Biblioteka Publiczna Filia nr 18,Gdańsk,library,http://www.mbpgdynia.pl,54.5430976,18.4610674,,,outside boundary
startup-gdańsk.xlsx - export.csv,1804,Miejska Biblioteka Publiczna Filia nr 2,Gdańsk,library,http://www.mbpgdynia.pl,54.52097,18.54469,,,outside boundary
startup-gdańsk.xlsx - export.csv,1805,Miejska Biblioteka Publiczna Filia nr 4,Gdańsk,library,Ingen webbplats,54.104012,18.8045875,,,outside boundary
startup-gdańsk.xlsx - export.csv,1806,Miejska Biblioteka Publiczna im. J. Wybickiego Filia nr 5,Gdańsk,library,Ingen webbplats,54.4385651,18.5730731,,,outside boundary
startup-gdańsk.xlsx - export.csv,1807,Miejska Biblioteka Publiczna. Filia nr 16,Gdańsk,library,http://www.mbpgdynia.pl,54.51955,18.528265,,,outside boundary
startup-gdańsk.xlsx - export.csv,1808,Miejska Biblioteka Publiczna. Wypożyczalnia Centralna,Gdańsk,library,http://www.mbpgdynia.pl,54.5148515,18.5388433,,,outside boundary
startup-gdańsk.xlsx - export.csv,1812,Powiatowa i Miejska Biblioteka Publiczna,Gdańsk,library,http://www.biblioteka-pruszcz.pl/,54.25762,18.63286,,,outside boundary
startup-gdańsk.xlsx - export.csv,1813,Sopoteka,Gdańsk,library,http://www.mbp.sopot.pl/,54.44124,18.56293,,,outside boundary
startup-gdańsk.xlsx - export.csv,1814,Społeczna Biblioteka Historyczna / Pruszcz Gdański,Gdańsk,library,Ingen webbplats,54.2462713,18.6314178,,,outside boundary
startup-gdańsk.xlsx - export.csv,1816,Warmińsko-Mazurska Biblioteka Pedagogiczna w Elblągu,Gdańsk,library,http://www.wmbp.edu.pl/,54.1577035,19.3942823,,,outside boundary
startup-gdańsk.xlsx - export.csv,1827,Kulczyński Filmlab,Gdańsk,movie_television_studio,http://www.k-filmlab.com/,54.448713,18.5599039,,,outside boundary
startup-gdańsk.xlsx - export.csv,1829,Maj Film Produkcja Filmowa,Gdańsk,movie_television_studio,http://www.majfilm.pl/,54.4967331,18.5380249,,,outside boundary
startup-gdańsk.xlsx - export.csv,1843,Wytwórnia Filmów Wariacja,Gdańsk,movie_television_studio,http://wariacja.pl/,54.5018252,18.4196559,,,outside boundary
startup-gdańsk.xlsx - export.csv,1845,Dar Pomorza,Gdańsk,museum,https://nmm.pl/dar-pomorza/,54.5194323,18.5528066,,,outside boundary
startup-gdańsk.xlsx - export.csv,1853,Gdyńskie Muzeum Motoryzacji,Gdańsk,museum,http://www.gdynskie-muzeum-motoryzacji.pl,54.5468747,18.4571351,,,outside boundary
startup-gdańsk.xlsx - export.csv,1854,Grodzisko w Sopocie,Gdańsk,museum,https://archeologia.pl/oddzialy/grodzisko-w-sopocie/,54.4520166,18.5607522,,,outside boundary
startup-gdańsk.xlsx - export.csv,1856,Jantarvia Car Museum,Gdańsk,museum,http://jantarvia.pl/,54.3323841,19.0463991,,,outside boundary
startup-gdańsk.xlsx - export.csv,1859,Mini Muzeum Gdyni,Gdańsk,museum,Ingen webbplats,54.5192831,18.5358228,,,outside boundary
startup-gdańsk.xlsx - export.csv,1860,Morskie Tajemnice,Gdańsk,museum,https://morskietajemnice.pl/,54.595963,18.811287,,,outside boundary
startup-gdańsk.xlsx - export.csv,1861,Museum of Archeology and History,Gdańsk,museum,http://www.muzeum.elblag.pl/,54.1565877,19.3939248,,,outside boundary
startup-gdańsk.xlsx - export.csv,1867,Muzeum Bursztynu Bursztynowa Komnata,Gdańsk,museum,http://www.bursztynowakomnata.com/,54.326624,19.1131235,,,outside boundary
startup-gdańsk.xlsx - export.csv,1869,Muzeum Emigracji w Gdyni,Gdańsk,museum,https://polska1.pl/,54.5330809,18.5478497,,,outside boundary
startup-gdańsk.xlsx - export.csv,1871,Muzeum Kameralne,Gdańsk,museum,https://www.haletargowegdynia.pl/,54.522388,18.5346566,,,outside boundary
startup-gdańsk.xlsx - export.csv,1875,Muzeum Marynarki Wojennej w Gdyni,Gdańsk,museum,http://www.muzeummw.pl/,54.5158383,18.5479557,,,outside boundary
startup-gdańsk.xlsx - export.csv,1876,Muzeum Miasta Gdyni,Gdańsk,museum,http://muzeumgdynia.pl/,54.5159425,18.5473088,,,outside boundary
startup-gdańsk.xlsx - export.csv,1879,Muzeum Sztuki Polskiej w Sopocie,Gdańsk,museum,Ingen webbplats,54.4487,18.56346,,,outside boundary
startup-gdańsk.xlsx - export.csv,1883,Muzeum Żuławskie,Gdańsk,museum,http://www.klubnowodworski.pl,54.212903,19.1133616,,,outside boundary
startup-gdańsk.xlsx - export.csv,1890,Pomorskie Muzeum Motoryzacji i Techniki w Gdyni,Gdańsk,museum,Ingen webbplats,54.51144,18.54528,,,outside boundary
startup-gdańsk.xlsx - export.csv,1891,Pęd Sztuki - Galeria,Gdańsk,museum,Ingen webbplats,54.521623,18.529455,,,outside boundary
startup-gdańsk.xlsx - export.csv,1893,Skansen Pszczelarski w Karczowiskach,Gdańsk,museum,http://www.skansenpszczelarski.pl/,54.1174301,19.360284,,,outside boundary
startup-gdańsk.xlsx - export.csv,1897,Ulica Brydżowa. Muzeum Kart Do Gry,Gdańsk,museum,http://www.fundacja.trefl.com/,54.5399511,18.5042851,,,outside boundary
startup-gdańsk.xlsx - export.csv,1902,Żuławski Park Historyczny,Gdańsk,museum,http://www.zph.org.pl/,54.2129997,19.1133225,,,outside boundary
startup-gdańsk.xlsx - export.csv,1904,Bismusic.pl,Gdańsk,music_and_dvd_store,http://bismusic.pl/sklep/,54.5348,18.48683,,,outside boundary
startup-gdańsk.xlsx - export.csv,1906,drumPartners,Gdańsk,music_and_dvd_store,http://www.drumpartners.pl/,54.5247358,18.5412736,,,outside boundary
startup-gdańsk.xlsx - export.csv,1912,Salon Muzyczny Puls,Gdańsk,music_and_dvd_store,Ingen webbplats,54.5219605,18.5326168,,,outside boundary
startup-gdańsk.xlsx - export.csv,1920,centrala_gdynia - studio nagrań i sala prób muzycznych,Gdańsk,music_production,https://centralagdynia.pl/,54.516302,18.5402475,,,outside boundary
startup-gdańsk.xlsx - export.csv,1922,Fader Up Studio,Gdańsk,music_production,https://faderup.studio/,54.4965236,18.5069558,,,outside boundary
startup-gdańsk.xlsx - export.csv,1925,Humidor Records Sp. z o.o.,Gdańsk,music_production,http://www.humidorrecords.com/,54.4258947,18.5647876,,,outside boundary
startup-gdańsk.xlsx - export.csv,1929,Maro Records,Gdańsk,music_production,http://www.marorecords.com/,54.4870333,18.5212082,,,outside boundary
startup-gdańsk.xlsx - export.csv,1931,Nord Audio Project Studio,Gdańsk,music_production,Ingen webbplats,54.2461651,18.6253093,,,outside boundary
startup-gdańsk.xlsx - export.csv,1935,PRI Zone Studio Nagrań,Gdańsk,music_production,http://prizone.pl/,54.5569596,18.4768038,,,outside boundary
startup-gdańsk.xlsx - export.csv,1936,Rehearsal Ramtamtam,Gdańsk,music_production,http://ramtamtam.pl/,54.442597,18.5591452,,,outside boundary
startup-gdańsk.xlsx - export.csv,1939,SHR Events,Gdańsk,music_production,https://shr-events.business.site/,54.489004,18.5476261,,,outside boundary
startup-gdańsk.xlsx - export.csv,1940,SHR Studios Dominik Szumny,Gdańsk,music_production,https://shrstudios.pl/,54.488941,18.5475484,,,outside boundary
startup-gdańsk.xlsx - export.csv,1943,Sound 8,Gdańsk,music_production,http://www.sound8.pl/,54.5122568,18.5405524,,,outside boundary
startup-gdańsk.xlsx - export.csv,1944,SRS Studio,Gdańsk,music_production,Ingen webbplats,54.5455071,18.4705384,,,outside boundary
startup-gdańsk.xlsx - export.csv,1945,Strefa Dźwięku - Sala Prób,Gdańsk,music_production,http://www.proxim-wybrzeze.pl/strefa-dzwieku/,54.5518,18.50229,,,outside boundary
startup-gdańsk.xlsx - export.csv,1947,Studio Nagrań ARD Gdynia,Gdańsk,music_production,http://ard.edu.pl/,54.543081,18.454788,,,outside boundary
startup-gdańsk.xlsx - export.csv,1950,Tall Pine Records,Gdańsk,music_production,http://www.tallpine.pl/,54.2695172,18.4595932,,,outside boundary
startup-gdańsk.xlsx - export.csv,1951,Tridente Art Studio,Gdańsk,music_production,Ingen webbplats,54.5559966,18.4534323,,,outside boundary
startup-gdańsk.xlsx - export.csv,1952,Trytom. Tomasz Trymbulak,Gdańsk,music_production,http://www.trytomstudio.com/,54.4845109,18.5364296,,,outside boundary
startup-gdańsk.xlsx - export.csv,1957,ARTIS. Szkoła Muzyczna,Gdańsk,music_school,http://www.nsmartis.org/,54.3058052,18.5694956,,,outside boundary
startup-gdańsk.xlsx - export.csv,1959,Concertino,Gdańsk,music_school,http://www.concertino.pl,54.4785465,18.5537451,,,outside boundary
startup-gdańsk.xlsx - export.csv,1968,Logic Music Studio,Gdańsk,music_school,http://logicmusicstudio.business.site/,54.5110947,18.5342244,,,outside boundary
startup-gdańsk.xlsx - export.csv,1971,Musicollective,Gdańsk,music_school,http://www.musicollectivestudio.pl/,54.4845998,18.5363805,,,outside boundary
startup-gdańsk.xlsx - export.csv,1978,Przystań Muzyka,Gdańsk,music_school,http://www.przystanmuzyka.pl/,54.4957644,18.4328453,,,outside boundary
startup-gdańsk.xlsx - export.csv,1979,Rozgłos Gdyńska Akademia Dźwięku,Gdańsk,music_school,http://www.akademiarozglos.com/,54.4970946,18.4124276,,,outside boundary
startup-gdańsk.xlsx - export.csv,1981,SING Pracownia Wokalna,Gdańsk,music_school,https://singpracowniawokalna.as.me/,54.4912033,18.5333062,,,outside boundary
startup-gdańsk.xlsx - export.csv,1983,Studio Artystyczne Marty Kozakiewicz,Gdańsk,music_school,Ingen webbplats,54.2095772,19.1327669,,,outside boundary
startup-gdańsk.xlsx - export.csv,1985,Szkoła Muzyczna FURS MUSIC,Gdańsk,music_school,http://www.szkolamuzyczna.elblag.pl/,54.1588755,19.3964398,,,outside boundary
startup-gdańsk.xlsx - export.csv,1987,Szkoła Muzyczna im. Z. Noskowskiego w Gdyni,Gdańsk,music_school,http://www.szkolamuzgdynia.pl,54.5050339,18.5382306,,,outside boundary
startup-gdańsk.xlsx - export.csv,1988,Szkoła Muzyczna Yamaha Pruszcz Gdański | Pruszcz Gdanski,Gdańsk,music_school,http://www.pruszcz.yamahaszkola.pl/,54.2627271,18.6377155,,,outside boundary
startup-gdańsk.xlsx - export.csv,1990,Virtuo Music & Dance,Gdańsk,music_school,http://www.centrumvirtuo.pl/,54.518069,18.5418434,,,outside boundary
startup-gdańsk.xlsx - export.csv,1996,Leśna Wioska,Gdańsk,music_venue,http://instagram.com/lesnawioska,54.462279,18.540944,,,outside boundary
startup-gdańsk.xlsx - export.csv,1998,Muzyczna Kuźnia Talentów,Gdańsk,music_venue,http://muzycznakuzniatalentow.com.pl/,54.186085,18.6876617,,,outside boundary
startup-gdańsk.xlsx - export.csv,1999,Muzyczna Stacja Chylonia,Gdańsk,music_venue,Ingen webbplats,54.5453847,18.47085,,,outside boundary
startup-gdańsk.xlsx - export.csv,2000,Muzyka i Technologia,Gdańsk,music_venue,http://www.muzykaitechnologia.pl/,54.48834,18.421465,,,outside boundary
startup-gdańsk.xlsx - export.csv,2002,Pick&Roll Club,Gdańsk,music_venue,http://www.aquaparksopot.pl/,54.4595047,18.5574931,,,outside boundary
startup-gdańsk.xlsx - export.csv,2004,Podwórko Art,Gdańsk,music_venue,https://www.podworko.art/,54.5244824,18.5466564,,,outside boundary
startup-gdańsk.xlsx - export.csv,2008,Scena Sopot,Gdańsk,music_venue,http://www.scenasopot.pl/,54.4484055,18.5683866,,,outside boundary
startup-gdańsk.xlsx - export.csv,2011,Szafa grająca. Imprezownia Gdynia.,Gdańsk,music_venue,Ingen webbplats,54.5585911,18.512812,,,outside boundary
startup-gdańsk.xlsx - export.csv,2012,Ucho,Gdańsk,music_venue,Ingen webbplats,54.5244813,18.5467406,,,outside boundary
startup-gdańsk.xlsx - export.csv,2015,Złomowiec. Bar Mieszczański Vel Kaffehauze Pod Klonem,Gdańsk,music_venue,Ingen webbplats,54.5569833,18.4743261,,,outside boundary
startup-gdańsk.xlsx - export.csv,2047,Czytaj Dzieciom,Gdańsk,print_media,http://czytajdzieciom.pl/,54.2824843,18.595277,,,outside boundary
startup-gdańsk.xlsx - export.csv,2052,MAK,Gdańsk,print_media,Ingen webbplats,54.5203311,18.5360872,,,outside boundary
startup-gdańsk.xlsx - export.csv,2056,Gdynia Radio,Gdańsk,radio_station,http://gdyniaradio.com/,54.5214855,18.5407405,,,outside boundary
startup-gdańsk.xlsx - export.csv,2061,Radio Sopocki,Gdańsk,radio_station,http://www.sopocki.com/,54.430647,18.5622535,,,outside boundary
startup-gdańsk.xlsx - export.csv,2064,S7 Records,Gdańsk,record_label,http://s7records.pl/,54.4968745,18.5480064,,,outside boundary
startup-gdańsk.xlsx - export.csv,2066,Centrum Nauki Experyment,Gdańsk,science_museum,https://experyment.gdynia.pl/,54.4948276,18.5384148,,,outside boundary
startup-gdańsk.xlsx - export.csv,2150,Forest Opera,Gdańsk,theaters_and_performance_venues,http://www.operalesna.pl/,54.44468,18.54549,,,outside boundary
startup-gdańsk.xlsx - export.csv,2154,Bart. Bałtycka Agencja Artystyczna,Gdańsk,theatre,http://www.bart.sopot.pl/,54.4446088,18.5444789,,,outside boundary
startup-gdańsk.xlsx - export.csv,2156,Faktoria Kultury,Gdańsk,theatre,http://www.faktoriakultury.pl/,54.2521314,18.6288198,,,outside boundary
startup-gdańsk.xlsx - export.csv,2158,Forum Teatrów Chrześcijańskich,Gdańsk,theatre,http://kurtynamalykack.pl/,54.4881223,18.5295096,,,outside boundary
startup-gdańsk.xlsx - export.csv,2159,Fundacja Teatru Komedii Valldal,Gdańsk,theatre,http://teatrkomediivalldal.com/,54.5215478,18.5489315,,,outside boundary
startup-gdańsk.xlsx - export.csv,2162,Globaltica,Gdańsk,theatre,https://globaltica.pl/,54.4730935,18.555908,,,outside boundary
startup-gdańsk.xlsx - export.csv,2165,Kurtyna,Gdańsk,theatre,http://www.kurtynamalykack.pl/,54.48866,18.53017,,,outside boundary
startup-gdańsk.xlsx - export.csv,2169,Scena Letnia Teatru Miejskiego w Gdyni,Gdańsk,theatre,Ingen webbplats,54.4757256,18.5623435,,,outside boundary
startup-gdańsk.xlsx - export.csv,2172,Sopocki Teatr Muzyczny Baabus Musicalis,Gdańsk,theatre,https://forms.gle/4viFjDW5oC47y5hX8,54.4486026,18.5683139,,,outside boundary
startup-gdańsk.xlsx - export.csv,2174,Studio baletowe- Pas de deux,Gdańsk,theatre,http://www.naukabaletu.pl/,54.4357963,18.5584866,,,outside boundary
startup-gdańsk.xlsx - export.csv,2175,Teatr 3Arts,Gdańsk,theatre,Ingen webbplats,54.47665,18.51113,,,outside boundary
startup-gdańsk.xlsx - export.csv,2177,Teatr Atelier im. Agnieszki Osieckiej,Gdańsk,theatre,https://teatratelier.pl/,54.4453437,18.5662657,,,outside boundary
startup-gdańsk.xlsx - export.csv,2179,Teatr BOTO,Gdańsk,theatre,http://boto.art.pl/,54.4440932,18.5676912,,,outside boundary
startup-gdańsk.xlsx - export.csv,2180,Teatr Czwarte Miasto,Gdańsk,theatre,http://www.teatr4miasto.com/,54.5657501,18.4090245,,,outside boundary
startup-gdańsk.xlsx - export.csv,2181,Teatr Gargulec czyli teatr dla dzieci,Gdańsk,theatre,http://www.teatrgargulec.pl/,54.5139072,18.5325855,,,outside boundary
startup-gdańsk.xlsx - export.csv,2182,Teatr Gdynia Główna,Gdańsk,theatre,http://teatrgdyniaglowna.pl/,54.5212341,18.5304946,,,outside boundary
startup-gdańsk.xlsx - export.csv,2184,Teatr Korkoro,Gdańsk,theatre,Ingen webbplats,54.4484011,18.5683864,,,outside boundary
startup-gdańsk.xlsx - export.csv,2185,Teatr Miejski im. Witolda Gombrowicza,Gdańsk,theatre,http://www.teatrgombrowicza.art.pl/,54.5104399,18.5396036,,,outside boundary
startup-gdańsk.xlsx - export.csv,2186,Teatr Młodzieżowy Gminy Kosakowo,Gdańsk,theatre,Ingen webbplats,54.5884094,18.4927807,,,outside boundary
startup-gdańsk.xlsx - export.csv,2188,Teatr Muzyczny im. Danuty Baduszkowej,Gdańsk,theatre,http://www.muzyczny.org/,54.5164444,18.5456185,,,outside boundary
startup-gdańsk.xlsx - export.csv,2189,Teatr Na Plaży,Gdańsk,theatre,http://www.teatrnaplazy.pl/,54.4484176,18.5684239,,,outside boundary
startup-gdańsk.xlsx - export.csv,2190,Teatr niezależny Maszoperia,Gdańsk,theatre,http://www.maszoperia-art.com/teatr.php,54.5195837,18.5351681,,,outside boundary
startup-gdańsk.xlsx - export.csv,2192,Teatr Ubogi Relacji,Gdańsk,theatre,Ingen webbplats,54.43976,18.57063,,,outside boundary
startup-gdańsk.xlsx - export.csv,2194,Teatr Wybrzeże - Scena Kameralna,Gdańsk,theatre,http://www.teatrwybrzeze.pl/scena-kameralna,54.4435278,18.5653947,,,outside boundary
startup-gdańsk.xlsx - export.csv,2197,Ukryte Miejsce,Gdańsk,theatre,https://ukrytemiejsce.pl/,54.4426304,18.5603562,,,outside boundary
startup-gdańsk.xlsx - export.csv,2199,Teatr OFF Junior,Gdańsk,theatrical_productions,https://www.muzyczny.org/pl/edukacja/teatr-muzyczny-junior/teatr-off-junior.html,54.5169014,18.5460841,,,outside boundary
